price,location,property_type,bedrooms,bathrooms,area,road_access,facing,floor,parking,furnish_status
Rs. 20 Cr,"Manbhawan, Lalitpur",,5,6,4996 Sq. Ft.,20 Feet,South,2.5,,Un-Furnished
Rs. 2.85 Lac/m,"Budhanilkantha, Kathmandu",,6,7,3600 Sq. Ft.,20 Feet,South,3,,Full-Furnished
Rs. 1.6 Lac/m,"Bhaisepati, Lalitpur",,3,3,2100 Sq. Ft.,20 Feet,South,2.5,,Full-Furnished
Rs. 1 Lac/m,"Hattiban, Lalitpur",,5,4,,20 Feet,South,2.5,,Full-Furnished
Rs. 1.7 Cr,"Sallaghari, Bhaktapur",,2,2,,13 Feet,East,1,1 Car  & 2 Bikes,Un-Furnished
Rs. 3 Lac/m,"Dholahiti, Lalitpur",,4,4,,20 Feet,South,2.5,,Semi-Furnished
Rs. 9.75 Lac/m,"Maharajgunj, Kathmandu",,8,5,,13 Feet,South,3,,Semi-Furnished
Rs. 1.1 Lac/m,"Sukedhara, Kathmandu",,4,4,,13 Feet,South,3,,Un-Furnished
Rs. 6.5 Cr,"Imadol, Lalitpur",,7,6,3000 Sq. Ft.,20 Feet,East,3.5,4 Cars  & 6 Bikes,Full-Furnished
Price on call,"Nakkhu, Lalitpur",,7,5,2190 Sq. Ft.,8 Feet,South,3.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 4.5 Cr,"Boshigaun, Kathmandu",,5,4,2078 Sq. Ft.,20 Feet,South-East,2.5,2 Cars  & 4 Bikes,Semi-Furnished
Rs. 1.8 Lac/m,"Teku, Kathmandu",,12,3,,20 Feet,East,2.5,,Un-Furnished
Rs. 1 Lac/m,"Karyabinayak, Lalitpur",,3,3,,20 Feet,East,2.5,1 Car  & 2 Bikes,Full-Furnished
Rs. 3.9 Lac/m,"Imadol, Lalitpur",,14,14,,20 Feet,South,2.5,,Full-Furnished
Rs. 1.5 Lac/m,"Budhanilkantha, Kathmandu",,3,2,,20 Feet,South,2.5,,Full-Furnished
Rs. 4.25 Cr,"Imadol, Lalitpur",,6,2,,13 Feet,East,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 3.84 Cr,"Imadol, Lalitpur",,6,2,,13 Feet,North,2.5,3 Cars  & 2 Bikes,Full-Furnished
Rs. 1.8 Lac/m,"Teku, Kathmandu",,12,3,,20 Feet,South,2.5,1 Car  & 9 Bikes,Un-Furnished
Rs. 3 Cr,"Dhapasi, Kathmandu",,6,3,2600 Sq. Ft.,13 Feet,South-East,2.5,1 Car  & 3 Bikes,Semi-Furnished
"Rs. 60,000 /m","Kirtipur, Kathmandu",,3,2,,13 Feet,South,2.5,1 Car  & 2 Bikes,Full-Furnished
Rs. 3 Cr,"Syuchatar, Kathmandu",,8,4,,9 Feet,West,3.5,,Semi-Furnished
Rs. 3.1 Cr,"Imadol, Lalitpur",,5,4,2600 Sq. Ft.,11 Feet,South-West,2.5,2 Cars  & 4 Bikes,Semi-Furnished
Rs. 2.8 Cr,"Lubhu, Lalitpur",,6,5,2598 Sq. Ft.,18 Feet,North,3.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 4.5 Cr,"Imadol, Lalitpur",,4,5,,13 Feet,North-East,2.5,3 Cars  & 4 Bikes,Semi-Furnished
Rs. 4 Cr,"Bistagaun, Kathmandu",,10,6,,13 Feet,West,3.5,2 Cars  & 9 Bikes,
Rs. 1.75 Cr,"Parsa, Chitwan",,7,4,,14 Feet,East,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 5 Lac/m,"Baluwatar, Kathmandu",,,11,1700 Sq. Ft.,20 Feet,South-East,5.5,8 Cars  & 15 Bikes,Un-Furnished
Rs. 3.75 Cr,"Dhumbarahi, Kathmandu",,,,,13 Feet,South-West,2.5,,
Rs. 1.1 Lac/m,"Maharajgunj, Kathmandu",,5,3,,13 Feet,East,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 3.5 Cr,"Boharatar, Kathmandu",,,,,16 Feet,East,3.5,,Semi-Furnished
Rs. 7.75 Cr,"Handigaun, Kathmandu",,4,5,,20 Feet,West,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 4.25 Cr,"Raniban, Kathmandu",,5,5,1710 Sq. Ft.,16 Feet,South,2.5,2 Cars  & 2 Bikes,
Rs. 3.75 Cr,"Baluwatar, Kathmandu",,,,,16 Feet,South,3.5,,Semi-Furnished
Rs. 6.3 Cr,"Baluwatar, Kathmandu",,,,,16 Feet,East,4,,Un-Furnished
Rs. 3.5 Cr,"Mhaipi, Kathmandu",,,,,20 Feet,South-West,3.5,,Semi-Furnished
Rs. 45 Lac/aana,"Boharatar, Kathmandu",,8,,,13 Feet,West,2.5,,
Rs. 7.5 Cr,"Gongabu, Kathmandu",,19,,,16 Feet,East,7,,Full-Furnished
Rs. 75 Lac/aana,"Bafal, Kathmandu",,3,3,,16 Feet,North,2,2 Cars  & 3 Bikes,Semi-Furnished
Rs. 85 Lac/aana,"Dallu, Kathmandu",,12,,1368 Sq. Ft.,20 Feet,West,2.5,3 Cars  & 2 Bikes,Semi-Furnished
Rs. 6 Cr,"Sanobharyang, Kathmandu",,5,3,1368 Sq. Ft.,13 Feet,South-East,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3 Lac/m,"Dholahiti, Lalitpur",,4,4,,20 Feet,South,2.5,,Full-Furnished
Rs. 2.15 Lac/m,"Dholahiti, Lalitpur",,5,4,,20 Feet,East,2.5,,Full-Furnished
Rs. 3 Lac/m,"Bakhundole, Lalitpur",,9,3,900 Sq. Ft.,20 Feet,South,3,,Un-Furnished
Rs. 2.65 Cr,"Tikathali, Lalitpur",,6,5,2700 Sq. Ft.,13 Feet,West,3.5,1 Car  & 5 Bikes,Semi-Furnished
Rs. 1.45 Cr,"Siddhipur, Lalitpur",,2,1,2200 Sq. Ft.,13 Feet,East,1.5,1 Car  & 4 Bikes,Semi-Furnished
Rs. 3.65 Cr,"Imadol, Lalitpur",,7,4,2690 Sq. Ft.,13 Feet,East,2.5,1 Car  & 3 Bikes,Semi-Furnished
Rs. 3.99 Cr,"Dudhpati, Bhaktapur",,4,5,2945 Sq. Ft.,17 Feet,East,2.5,2 Cars  & 4 Bikes,Full-Furnished
Rs. 4.85 Cr,"Imadol, Lalitpur",,5,6,3248 Sq. Ft.,12 Feet,South,3.5,1 Car  & 2 Bikes,Full-Furnished
Rs. 9 Cr,"Chamati, Kathmandu",,20,14,2052 Sq. Ft.,13 Feet,South,5.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 5.5 Cr,"Naya Bazar, Kathmandu",,13,5,1369 Sq. Ft.,16 Feet,East,3.5,2 Cars  & 3 Bikes,Semi-Furnished
Rs. 8 Cr,"Mhaipi, Kathmandu",,3,2,1026.25 Sq. Ft.,13 Feet,South,1.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 6.5 Cr,"Sanobharyang, Kathmandu",,8,6,1711.25 Sq. Ft.,20 Feet,South,3.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.5 Cr,"Sanobharyang, Kathmandu",,8,4,1197.87 Sq. Ft.,20 Feet,South-West,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 4.1 Cr,"Kalimati, Kathmandu",,,2,1026.75 Sq. Ft.,13 Feet,South,2.5,1 Car  & 1 Bike,Semi-Furnished
Rs. 1.75 Cr,"Dallu, Kathmandu",,10,4,684.5 Sq. Ft.,4 Feet,South-East,3.5,,Semi-Furnished
Rs. 4 Lac/m,"Chamati, Kathmandu",,7,4,2395.75 Sq. Ft.,20 Feet,East,2.5,3 Cars  & 5 Bikes,Full-Furnished
Rs. 1.75 Cr,"Kalimati, Kathmandu",,7,7,684.5 Sq. Ft.,4 Feet,West,2.5,,Semi-Furnished
Rs. 13 Cr,"Baluwatar, Kathmandu",,15,15,3422.5 Sq. Ft.,10 Feet,North,2,5 Cars  & 5 Bikes,Semi-Furnished
Rs. 2.9 Cr,"Imadol, Lalitpur",,,,2394 Sq. Ft.,12 Feet,North-East,2.5,,
Rs. 10.5 Cr,"Baneshwor, Kathmandu",,10,4,,20 Feet,East,3,4 Cars  & 3 Bikes,Semi-Furnished
Rs. 2.6 Cr,"Ramkot, Kathmandu",,4,3,,13 Feet,South-East,2.5,1 Car  & 3 Bikes,Semi-Furnished
Rs. 1.2 Lac/m,"Mandikhatar, Kathmandu",,6,5,,20 Feet,East,3,2 Cars  & 4 Bikes,
Rs. 1.4 Cr,"Imadol, Lalitpur",,4,2,,9 Feet,North,2.5,1 Car,Semi-Furnished
Rs. 7.5 Cr,"Naya Bazar, Kathmandu",,,,1368 Sq. Ft.,20 Feet,West,3.5,,
Rs. 7.5 Cr,"Banasthali, Kathmandu",,9,,1026 Sq. Ft.,30 Feet,North,1.5,,Semi-Furnished
Rs. 9 Cr,"New Road, Kathmandu",,9,,359.1 Sq. Ft.,20 Feet,South,4,,Semi-Furnished
Rs. 6.75 Cr,"Naya Bazar, Kathmandu",,10,5,1710 Sq. Ft.,16 Feet,South-East,5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 80 Lac/aana,"Mhaipi, Kathmandu",,8,2,1026 Sq. Ft.,10 Feet,West,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 4.6 Cr,"Bafal, Kathmandu",,4,3,1368 Sq. Ft.,16 Feet,North,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.4 Cr,"Kuleshwor, Kathmandu",,8,3,1026 Sq. Ft.,10 Feet,East,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 15 Cr,"Chamati, Kathmandu",,12,5,1710 Sq. Ft.,16 Feet,North-West,4.5,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 6 Cr,"Imadol, Lalitpur",,,6,,13 Feet,East,3,3 Cars  & 4 Bikes,Full-Furnished
Rs. 12 Cr,"Lazimpat, Kathmandu",,15,,2052 Sq. Ft.,13 Feet,West,3.5,,Semi-Furnished
Rs. 8 Cr,"Naya Bazar, Kathmandu",,8,5,1710 Sq. Ft.,13 Feet,North,3.5,1 Car  & 2 Bikes,
Rs. 7 Cr,"Baluwatar, Kathmandu",,8,4,1197 Sq. Ft.,16 Feet,South,3,1 Car  & 2 Bikes,
Rs. 7 Cr,"Baluwatar, Kathmandu",,7,4,1368 Sq. Ft.,20 Feet,East,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 4.1 Cr,"Baluwatar, Kathmandu",,11,4,1368 Sq. Ft.,10 Feet,South-East,3,1 Car  & 2 Bikes,
Rs. 90 Lac/aana,"Maligaon, Kathmandu",,5,,1026 Sq. Ft.,20 Feet,South,3,,
Rs. 1.25 Cr,"Kapurdhara, Kathmandu",,9,2,684 Sq. Ft.,8 Feet,East,2.5,,Semi-Furnished
Rs. 60 Lac/aana,"Sundhara, Kathmandu",,17,17,1358 Sq. Ft.,13 Feet,East,7.5,1 Car  & 2 Bikes,Full-Furnished
Rs. 17 Cr,"Tahachal, Kathmandu",,10,4,2394 Sq. Ft.,20 Feet,South-West,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 19 Cr,"Hattisar, Kathmandu",,,,2052 Sq. Ft.,30 Feet,North-West,3.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 5.25 Cr,"Khumaltar, Lalitpur",,5,4,1026 Sq. Ft.,13 Feet,East,2.5,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 13 Cr,"Balkhu, Kathmandu",,6,6,1710 Sq. Ft.,13 Feet,West,3.5,3 Cars  & 5 Bikes,Semi-Furnished
Rs. 1.2 Cr/aana,"Chundevi, Kathmandu",,6,3,1368 Sq. Ft.,25 Feet,East,2,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.1 Cr,"Baluwatar, Kathmandu",,7,3,684 Sq. Ft.,13 Feet,North-West,5,,Semi-Furnished
Rs. 3.5 Cr,"Dallu, Kathmandu",,3,2,684 Sq. Ft.,16 Feet,South,2.5,1 Car  & 2 Bikes,Full-Furnished
Rs. 35 Cr,"New Road, Kathmandu",,,,1060.2 Sq. Ft.,25 Feet,North,5.5,,Semi-Furnished
Rs. 3 Cr,"Thamel, Kathmandu",,7,3,,4 Feet,South,3.5,,Semi-Furnished
Price on call,"Bafal, Kathmandu",,6,3,,20 Feet,North,2.5,5 Cars  & 5 Bikes,Un-Furnished
Rs. 1.65 Cr,"Syuchatar, Kathmandu",,9,3,682.5 Sq. Ft.,4 Feet,North,3.5,1 Car  & 3 Bikes,Semi-Furnished
Rs. 11 Cr,"Kalanki, Kathmandu",,5,5,2395.75 Sq. Ft.,16 Feet,North-East,2.5,3 Cars  & 5 Bikes,Semi-Furnished
"Rs. 65,000 /m","Bansbari, Kathmandu",,2,2,1500 Sq. Ft.,5 Feet,South,1.5,2 Cars  & 2 Bikes,Un-Furnished
Price on call,"Bishalnagar, Kathmandu",,3,,,13 Feet,East,2.5,3 Cars  & 5 Bikes,Semi-Furnished
Rs. 1.35 Cr,"Ason, Kathmandu",,5,2,225 Sq. Ft.,5 Feet,East,6.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 1.1 Cr,"Chamati, Kathmandu",,3,2,342.25 Sq. Ft.,13 Feet,South,2.5,1 Car  & 1 Bike,Semi-Furnished
Rs. 3.5 Cr,"Kuleshwor, Kathmandu",,8,2,1711.25 Sq. Ft.,10 Feet,North,2,1 Car  & 2 Bikes,Semi-Furnished
Rs. 6 Cr,"Thamel, Kathmandu",,12,7,1026.75 Sq. Ft.,8 Feet,East,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 6 Cr,"Thamel, Kathmandu",,12,6,1369 Sq. Ft.,16 Feet,South-East,3,1 Car  & 2 Bikes,
Rs. 2.2 Cr,"Panipokhari, Kathmandu",,13,4,1711.25 Sq. Ft.,5 Feet,West,4,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.9 Cr,"Naya Bazar, Kathmandu",,1,4,1369 Sq. Ft.,5 Feet,South,2.5,1 Car  & 1 Bike,Semi-Furnished
Rs. 3 Cr,"Lainchaur, Kathmandu",,4,2,684.5 Sq. Ft.,20 Feet,North,3,1 Car  & 1 Bike,Un-Furnished
Rs. 4 Cr,"Anamnagar, Kathmandu",,4,2,1026.75 Sq. Ft.,13 Feet,North,2,1 Car  & 2 Bikes,Semi-Furnished
Rs. 7.5 Cr,"Samakhusi, Kathmandu",,4,4,1026.75 Sq. Ft.,13 Feet,North-West,2.5,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 5.75 Cr,"Naya Bazar, Kathmandu",,10,6,1369 Sq. Ft.,40 Feet,South-West,4,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 8 Cr,"Lazimpat, Kathmandu",,4,3,1369 Sq. Ft.,13 Feet,South-West,2,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 5.5 Cr,"Sunakothi, Lalitpur",,7,6,1454.52 Sq. Ft.,20 Feet,South,2.5,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 85 Lac/aana,"Jhamsikhel, Lalitpur",,5,4,,10 Feet,South,2.5,2 Cars  & 2 Bikes,Un-Furnished
Rs. 4.9 Cr,"Jhamsikhel, Lalitpur",,7,3,1197.88 Sq. Ft.,5 Feet,South-West,3,,Un-Furnished
Rs. 3.9 Cr,"Dhapakhel, Lalitpur",,,,1026.75 Sq. Ft.,13 Feet,South,2.5,,Semi-Furnished
Rs. 3.8 Cr,"Dhapakhel, Lalitpur",,,,1026 Sq. Ft.,13 Feet,South,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 4.5 Cr,"Dhapakhel, Lalitpur",,4,,1175 Sq. Ft.,13 Feet,North-East,2,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 13 Cr,"Manbhawan, Lalitpur",,,,,,,,,
Rs. 2.32 Cr,"Harisiddhi, Lalitpur",,2,2,1454 Sq. Ft.,16 Feet,North-West,1,1 Car  & 2 Bikes,Un-Furnished
Rs. 3.62 Cr,"Dhapakhel, Lalitpur",,6,4,855.625 Sq. Ft.,12 Feet,North-East,2.5,1 Car  & 2 Bikes,Un-Furnished
Rs. 3 Cr,"Nakhipot, Lalitpur",,4,3,1026.75 Sq. Ft.,10 Feet,West,2.5,1 Car  & 2 Bikes,Un-Furnished
Rs. 3.6 Cr,"Nakhipot, Lalitpur",,6,4,1369 Sq. Ft.,10 Feet,North-East,2.5,1 Car  & 2 Bikes,Un-Furnished
Rs. 2.5 Lac/m,"Siddhartha Colony, Kathmandu",,4,4,,20 Feet,South,2.5,,Full-Furnished
Price on call,"Rabi Bhawan, Kathmandu",,5,5,,20 Feet,South,2.5,2 Cars  & 4 Bikes,Semi-Furnished
Rs. 3.87 Cr,"Dhapakhel, Lalitpur",,10,6,1026.75 Sq. Ft.,20 Feet,South-East,4.5,2 Cars  & 2 Bikes,Un-Furnished
Rs. 3.72 Cr,"Harisiddhi, Lalitpur",,6,4,1026.75 Sq. Ft.,20 Feet,South-West,3.5,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 5.7 Cr,"Nakhipot, Lalitpur",,6,4,1710 Sq. Ft.,20 Feet,North-West,2.5,2 Cars  & 2 Bikes,Un-Furnished
Rs. 5.7 Cr,"Hattiban, Lalitpur",,5,4,1539 Sq. Ft.,20 Feet,North-East,2.5,2 Cars  & 2 Bikes,Full-Furnished
Price on call,"Kupandole, Lalitpur",,14,8,2736 Sq. Ft.,32 Feet,East,4,3 Cars  & 5 Bikes,Un-Furnished
Rs. 3.87 Cr,"Dholahiti, Lalitpur",,5,4,1368 Sq. Ft.,20 Feet,West,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 4.4 Cr,"Lalitpur, Lalitpur",,5,4,1368 Sq. Ft.,20 Feet,West,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.9 Cr,"Sunakothi, Lalitpur",,5,4,1197 Sq. Ft.,20 Feet,East,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 1 Cr/aana,"Sanepa, Lalitpur",,18,4,2394 Sq. Ft.,13 Feet,East,3,2 Cars  & 2 Bikes,Un-Furnished
Rs. 8.5 Cr,"Thecho, Lalitpur",,5,1,2223 Sq. Ft.,20 Feet,East,2.5,1 Car  & 2 Bikes,Full-Furnished
Rs. 4 Cr,"Thecho, Lalitpur",,,1,1368 Sq. Ft.,20 Feet,South,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 5.1 Cr,"Kupandole, Lalitpur",,6,5,1026 Sq. Ft.,20 Feet,East,4,1 Car  & 2 Bikes,Un-Furnished
Rs. 2.8 Cr,"Dhapakhel, Lalitpur",,6,,1026 Sq. Ft.,10 Feet,South,3.5,1 Car  & 2 Bikes,Semi-Furnished
Price on call,"Lele, Lalitpur",,5,3,750 Sq. Ft.,20 Feet,East,2.5,1 Car  & 5 Bikes,Semi-Furnished
Price on call,"Budhanilkantha, Kathmandu",,5,4,2550 Sq. Ft.,12 Feet,East,2.5,2 Cars  & 4 Bikes,Semi-Furnished
Rs. 2.35 Cr,"Sitapaila, Kathmandu",,5,3,,14 Feet,South,2.5,1 Car  & 3 Bikes,Semi-Furnished
Rs. 1.35 Lac/m,"Baluwatar, Kathmandu",,6,4,,20 Feet,South,2.5,3 Cars  & 5 Bikes,Un-Furnished
Rs. 2.15 Cr,"Lubhu, Lalitpur",,5,3,2500 Sq. Ft.,20 Feet,East,2.5,1 Car  & 3 Bikes,Un-Furnished
Rs. 2.3 Cr,"Shital Height, Lalitpur",,5,2,,12 Feet,North-East,2.5,1 Car  & 4 Bikes,Full-Furnished
Rs. 4.7 Cr,"Sunakothi, Lalitpur",,6,4,1145.7 Sq. Ft.,20 Feet,East,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 7.22 Cr,"Gwarko, Lalitpur",,8,4,1197 Sq. Ft.,13 Feet,North-East,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 7.5 Cr,"Manbhawan, Lalitpur",,4,3,1026.75 Sq. Ft.,20 Feet,East,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 7.5 Cr,"Sanepa, Lalitpur",,5,4,1366 Sq. Ft.,13 Feet,West,2.5,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 3.7 Cr,"Lalitpur, Lalitpur",,4,3,1197 Sq. Ft.,20 Feet,North-West,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.35 Cr,"Pulchowk, Lalitpur",,6,4,1026 Sq. Ft.,10 Feet,South-East,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 3.65 Cr,"Lalitpur, Lalitpur",,5,4,1282.5 Sq. Ft.,8 Feet,North-West,2.5,1 Car  & 2 Bikes,Un-Furnished
Rs. 3.7 Cr,"Dholahiti, Lalitpur",,4,4,1026 Sq. Ft.,13 Feet,North,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 5.65 Cr,"Nakhipot, Lalitpur",,7,6,1710 Sq. Ft.,20 Feet,East,2.5,1 Car  & 2 Bikes,Full-Furnished
Rs. 6.4 Cr,"Nakhipot, Lalitpur",,6,6,1369 Sq. Ft.,10 Feet,North,2.5,3 Cars  & 4 Bikes,Un-Furnished
Rs. 3.7 Cr,"Sunakothi, Lalitpur",,6,5,1504.8 Sq. Ft.,13 Feet,West,3.5,1 Car  & 2 Bikes,Full-Furnished
Rs. 2.27 Cr,"Sunakothi, Lalitpur",,3,2,1219.57 Sq. Ft.,26 Feet,North-East,2.5,1 Car  & 2 Bikes,Un-Furnished
Rs. 6 Cr,"Sanepa, Lalitpur",,5,4,1197 Sq. Ft.,13 Feet,West,2.5,1 Car  & 1 Bike,Semi-Furnished
Rs. 6 Cr,"Kalanki, Kathmandu",,7,4,3000 Sq. Ft.,13 Feet,East,2.5,4 Cars  & 5 Bikes,Un-Furnished
Price on call,"Budhanilkantha, Kathmandu",,6,6,9000 Sq. Ft.,13 Feet,South,2.5,9 Cars  & 9 Bikes,Full-Furnished
Rs. 1.75 Lac/m,"Sanepa, Lalitpur",,5,4,3000 Sq. Ft.,13 Feet,South,2.5,2 Cars  & 3 Bikes,Full-Furnished
Rs. 2.25 Lac/m,"Old Baneshwor, Kathmandu",,4,5,3500 Sq. Ft.,13 Feet,East,2.5,3 Cars  & 5 Bikes,Semi-Furnished
Rs. 2.2 Lac/m,"Jhamsikhel, Lalitpur",,5,3,3000 Sq. Ft.,16 Feet,South,2.5,2 Cars  & 5 Bikes,Full-Furnished
Rs. 3.65 Cr,"Imadol, Lalitpur",,8,5,,13 Feet,North,4,1 Car  & 4 Bikes,Full-Furnished
Rs. 6.75 Cr,"Imadol, Lalitpur",,7,4,,20 Feet,East,3,1 Car  & 4 Bikes,Full-Furnished
Rs. 5.65 Cr,"Shital Height, Lalitpur",,7,2,,26 Feet,East,3.5,1 Car  & 4 Bikes,Full-Furnished
Rs. 3.65 Cr,"Imadol, Lalitpur",,7,4,,20 Feet,North-East,3.5,1 Car  & 4 Bikes,Full-Furnished
Rs. 3.65 Cr,"Tikathali, Lalitpur",,7,4,,20 Feet,West,3,1 Car  & 4 Bikes,Full-Furnished
Rs. 3.65 Cr,"Tikathali, Lalitpur",,7,4,,20 Feet,West,3,1 Car  & 4 Bikes,Full-Furnished
Rs. 6 Cr,"Sanepa, Lalitpur",,5,,1197 Sq. Ft.,13 Feet,West,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 12 Cr,"Kupandole, Lalitpur",,7,7,2821.5 Sq. Ft.,13 Feet,North,2.5,2 Cars  & 2 Bikes,Un-Furnished
Rs. 13 Cr,"Jhamsikhel, Lalitpur",,10,4,,13 Feet,South,2.5,1 Car  & 2 Bikes,
Rs. 1.5 Cr,"Bouddha, Kathmandu",,,8,,4 Feet,North,2,,Un-Furnished
Rs. 3 Lac/m,"Sanepa, Lalitpur",,5,4,,13 Feet,East,2.5,1 Car  & 4 Bikes,Full-Furnished
Rs. 3.9 Cr,"Bhaisepati, Lalitpur",,4,3,,13 Feet,North-East,2.5,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 3.95 Cr,"Kupandole, Lalitpur",,4,4,,13 Feet,North,3.5,2 Cars  & 2 Bikes,Un-Furnished
Rs. 3.5 Cr,"Sunakothi, Lalitpur",,5,4,840 Sq. Ft.,16 Feet,South-East,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 6.98 Cr,"Nakhipot, Lalitpur",,5,4,1350 Sq. Ft.,12 Feet,South-West,2,2 Cars  & 2 Bikes,Full-Furnished
Rs. 3.8 Cr,"Imadol, Lalitpur",,7,4,,14 Feet,North,3,1 Car  & 4 Bikes,Full-Furnished
Rs. 4.2 Cr,"Satdobato, Lalitpur",,5,2,793 Sq. Ft.,15 Feet,East,2.5,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 5.25 Cr,"Khumaltar, Lalitpur",,6,6,1041.3 Sq. Ft.,13 Feet,North-West,2.5,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 3.39 Cr,"Dhapakhel, Lalitpur",,5,4,707.08 Sq. Ft.,13 Feet,North-West,3.5,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 3.55 Cr,"Tikathali, Lalitpur",,7,4,,13 Feet,South,3,1 Car  & 4 Bikes,Full-Furnished
Rs. 3.25 Cr,"Nakhipot, Lalitpur",,6,4,895.13 Sq. Ft.,18 Feet,East,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 4 Cr,"Imadol, Lalitpur",,6,5,882 Sq. Ft.,16 Feet,North-East,3.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.3 Cr,"Kusunti, Lalitpur",,5,3,748.5 Sq. Ft.,20 Feet,North-West,3.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 1.55 Cr,"Tikathali, Lalitpur",,3,2,,13 Feet,West,1.5,1 Car  & 4 Bikes,Full-Furnished
Rs. 2.5 Cr,"Tikathali, Lalitpur",,6,4,,13 Feet,South,3,1 Car  & 4 Bikes,Full-Furnished
Rs. 2.75 Cr,"Sunakothi, Lalitpur",,5,5,924.08 Sq. Ft.,15 Feet,East,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.5 Cr,"Nakhipot, Lalitpur",,,4,832 Sq. Ft.,18 Feet,East,2.5,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 14.5 Cr,"Nakhipot, Lalitpur",,8,5,1436.4 Sq. Ft.,12 Feet,South,2.5,7 Cars  & 5 Bikes,Semi-Furnished
Rs. 2.75 Cr,"Dhapakhel, Lalitpur",,6,7,745.56 Sq. Ft.,13 Feet,North-East,3.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.3 Cr,"Kusunti, Lalitpur",,4,4,2400 Sq. Ft.,20 Feet,North,2.5,2 Cars  & 1 Bike,Un-Furnished
Rs. 2.5 Cr,"Imadol, Lalitpur",,7,4,,13 Feet,West,3,1 Car  & 4 Bikes,Full-Furnished
Rs. 4.7 Cr,"Khumaltar, Lalitpur",,6,4,,20 Feet,East,2.5,1 Car  & 4 Bikes,Un-Furnished
Rs. 1.9 Cr,"Dhapakhel, Lalitpur",,3,2,581.4 Sq. Ft.,13 Feet,South-West,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 1.65 Cr,"Tikathali, Lalitpur",,3,2,,13 Feet,North-East,1.5,1 Car  & 4 Bikes,Full-Furnished
Rs. 4.1 Cr,"Shantinagar, Kathmandu",,11,4,2000 Sq. Ft.,10 Feet,South,3.5,,Semi-Furnished
Rs. 3.98 Cr,"Shantinagar, Kathmandu",,7,5,,13 Feet,West,3.5,1 Car,
Rs. 7.5 Cr,"Koteshwor, Kathmandu",,19,9,5000 Sq. Ft.,30 Feet,East,3.5,2 Cars  & 3 Bikes,Semi-Furnished
